accessionnr	aantal.aminozuren	uit	categorie	land	jaar	kenmerken
AAX57814	566	Human	H3N2	USA	1999	Influenza A virus (A/New York/167/1999(H3N2))
AAX57824	566	Human	H3N2	USA	2000	Influenza A virus (A/New York/169/2000(H3N2))
AAX57834	566	Human	H3N2	USA	2000	Influenza A virus (A/New York/170/2000(H3N2))
AAX57844	566	Human	H3N2	USA	1999	Influenza A virus (A/New York/171/1999(H3N2))
AAX57854	566	Human	H3N2	USA	1999	Influenza A virus (A/New York/172/1999(H3N2))
AAX57864	566	Human	H3N2	USA	2000	Influenza A virus (A/New York/173/2000(H3N2))
AAX57874	566	Human	H3N2	USA	2000	Influenza A virus (A/New York/174/2000(H3N2))
AAX57884	566	Human	H3N2	USA	2000	Influenza A virus (A/New York/175/2000(H3N2))
AAX57894	566	Human	H3N2	USA	2000	Influenza A virus (A/New York/176/2000(H3N2))
AAX57904	566	Human	H3N2	USA	1999	Influenza A virus (A/New York/177/1999(H3N2))
AAX57914	566	Human	H3N2	USA	1999	Influenza A virus (A/New York/179/1999(H3N2))
AAX57924	566	Human	H3N2	USA	2000	Influenza A virus (A/New York/180/2000(H3N2))
AAX57934	566	Human	H3N2	USA	1999	Influenza A virus (A/New York/185/1999(H3N2))
AAX57944	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/192/2003(H3N2))
AAX59694	214	Avian	H5N1	Belgium	2004	Influenza A virus (A/crested eagle/Belgium/01/2004(H5N1))
AAX63815	389	Human	H3N2	China	1999	Influenza A virus (A/Fujian/137/1999(H3N2))
AAX63816	389	Human	H3N2	China	2003	Influenza A virus (A/Fujian/219/2003(H3N2))
AAX63817	389	Human	H3N2	China	2003	Influenza A virus (A/Fujian/258/2003(H3N2))
AAX63818	389	Human	H3N2	China	2003	Influenza A virus (A/Fujian/292/2003(H3N2))
AAX63819	389	Human	H3N2	China	2003	Influenza A virus (A/Fujian/325/2003(H3N2))
AAX63820	389	Human	H3N2	China	2003	Influenza A virus (A/Fujian/555/2003(H3N2))
AAX63821	389	Human	H3N2	China	2004	Influenza A virus (A/Fujian/4/2004(H3N2))
AAX63822	389	Human	H3N2	China	2004	Influenza A virus (A/Fujian/52/2004(H3N2))
AAX63823	389	Human	H3N2	China	2004	Influenza A virus (A/Xiamen/70/2004(H3N2))
AAX63824	389	Human	H3N2	China	2004	Influenza A virus (A/Xiamen/80/2004(H3N2))
AAX63825	389	Human	H3N2	China	2004	Influenza A virus (A/Xiamen/181/2004(H3N2))
AAX63826	389	Human	H3N2	China	1999	Influenza A virus (A/Zhangzhou/51/1999(H3N2))
AAX63827	389	Human	H3N2	China	1999	Influenza A virus (A/Fujian/134/1999(H3N2))
AAX63828	389	Human	H3N2	China	2003	Influenza A virus (A/Fujian/182/2003(H3N2))
AAX76623	566	Human	H3N2	USA	2004	Influenza A virus (A/New York/10/2004(H3N2))
AAX76633	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/25/2003(H3N2))
AAX76643	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/38/2003(H3N2))
AAX76653	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/46/2003(H3N2))
AAX76663	566	Human	H3N2	USA	2002	Influenza A virus (A/New York/117/2002(H3N2))
AAX76673	566	Human	H3N2	USA	1999	Influenza A virus (A/New York/166/1999(H3N2))
AAX76683	566	Human	H3N2	USA	2000	Influenza A virus (A/New York/148/2000(H3N2))
AAX76693	566	Human	H3N2	USA	1999	Influenza A virus (A/New York/157/1999(H3N2))
AAX76703	566	Human	H3N2	USA	2000	Influenza A virus (A/New York/158/2000(H3N2))
AAX76713	566	Human	H3N2	USA	2000	Influenza A virus (A/New York/168/2000(H3N2))
AAX76723	566	Human	H3N2	USA	1999	Influenza A virus (A/New York/186/1999(H3N2))
AAX76733	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/193/2003(H3N2))
AAX76743	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/194/2003(H3N2))
AAX76753	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/3/2003(H3N2))
AAX76763	566	Human	H3N2	USA	2004	Influenza A virus (A/New York/5/2004(H3N2))
AAX77666	550	Human	H3N2	Sweden	2002	Influenza A virus (A/Stockholm/26/2002(H3N2))
AAX77667	550	Human	H3N2	Sweden	2002	Influenza A virus (A/Stockholm/26/2002(H3N2))
AAX77668	550	Human	H3N2	Sweden	2002	Influenza A virus (A/Stockholm/26/2002(H3N2))
AAX77669	550	Human	H3N2	Sweden	2002	Influenza A virus (A/Stockholm/26/2002(H3N2))
AAX77670	550	Human	H3N2	Sweden	2002	Influenza A virus (A/Stockholm/26/2002(H3N2))
AAX77671	550	Human	H3N2	Sweden	2002	Influenza A virus (A/Stockholm/27/2002(H3N2))
AAX77672	550	Human	H3N2	Sweden	2002	Influenza A virus (A/Stockholm/27/2002(H3N2))
AAX77673	550	Human	H3N2	Sweden	2002	Influenza A virus (A/Stockholm/27/2002(H3N2))
AAX77674	550	Human	H3N2	Sweden	2002	Influenza A virus (A/Stockholm/27/2002(H3N2))
AAX78820	566	Avian	H6N2	Canada	1963	Influenza A virus (A/turkey/Canada/63(H6N2))
AAX83395	568	Tiger	H5N1	Thailand	2004	Influenza A virus (A/tiger/Thailand/CU-T4/04(H5N1))
AAX83396	549	Tiger	H5N1	Thailand	2004	Influenza A virus (A/tiger/Thailand/CU-T5/04(H5N1))
AAX83397	568	Tiger	H5N1	Thailand	2004	Influenza A virus (A/tiger/Thailand/CU-T6/04(H5N1))
AAX83398	549	Tiger	H5N1	Thailand	2004	Influenza A virus (A/tiger/Thailand/CU-T8/04(H5N1))
AAX84524	277	Human	H3N2	Brazil	2004	Influenza A virus (A/Minas Gerais/156/04(H3N2))
AAX84525	287	Human	H3N2	Brazil	2004	Influenza A virus (A/Minas Gerais/160/04(H3N2))
AAX84526	284	Human	H3N2	Brazil	2004	Influenza A virus (A/Minas Gerais/154/04(H3N2))
AAX84527	284	Human	H3N2	Brazil	2004	Influenza A virus (A/Parana/298/04 (H3N2))
AAX84528	284	Human	H3N2	Brazil	2004	Influenza A virus (A/Minas Gerais/163/04(H3N2))
AAX84529	331	Human	H3N2	Brazil	2003	Influenza A virus (A/RiodeJaneiro/99/03(H3N2))
AAX84530	308	Human	H3N2	Brazil	2003	Influenza A virus (A/RiodeJaneiro/107/03(H3N2))
AAX84531	331	Human	H3N2	Brazil	2003	Influenza A virus (A/RiodeJaneiro/98/03(H3N2))
AAX84532	330	Human	H3N2	Brazil	2004	Influenza A virus (A/RioGdoSul/212/04(H3N2))
AAX84533	330	Human	H3N2	Brazil	2004	Influenza A virus (A/RioGdoSul/211/04(H3N2))
AAX84534	330	Human	H3N2	Brazil	2004	Influenza A virus (A/Parana/306/04(H3N2))
AAX84535	330	Human	H3N2	Brazil	2004	Influenza A virus (A/Parana/308/04(H3N2))
AAX84536	330	Human	H3N2	Brazil	2004	Influenza A virus (A/RioGdeSul/213/04(H3N2))
AAX84537	331	Human	H3N2	Brazil	2004	Influenza A virus (A/RiodeJaneiro/26/04(H3N2))
AAX84538	328	Human	H3N2	Brazil	2004	Influenza A virus (A/RioGdoSul/411/04(H3N2))
AAX84539	330	Human	H3N2	Brazil	2004	Influenza A virus (A/Parana/291/04(H3N2))
AAX84540	329	Human	H3N2	Brazil	2004	Influenza A virus (A/Parana/313/04(H3N2))
AAX84541	330	Human	H3N2	Brazil	2004	Influenza A virus (A/RioGdoSul/417/04(H3N2))
AAX84542	326	Human	H3N2	Brazil	2004	Influenza A virus (A/StaCatarina/380/04(H3N2))
AAX84543	330	Human	H3N2	Brazil	2004	Influenza A virus (A/RioGdoSul/406/04(H3N2))
AAX84544	330	Human	H3N2	Brazil	2004	Influenza A virus (A/RiodeJaneiro/17/04(H3N2))
AAX84545	330	Human	H3N2	Brazil	2004	Influenza A virus (A/StaCatarina/379/04(H3N2))
AAX84546	235	Human	H3N2	Brazil	2004	Influenza A virus (A/Parana/312/04(H3N2))
AAX84547	235	Human	H3N2	Brazil	2004	Influenza A virus (A/RioGdoSul/214/04(H3N2))
AAX84548	332	Human	H3N2	Brazil	2003	Influenza A virus (A/RiodeJaneiro/346/03(H3N2))
AAY18086	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/13/2003(H3N2))
AAY18096	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/14/2003(H3N2))
AAY18106	566	Human	H3N2	USA	2002	Influenza A virus (A/New York/111/2002(H3N2))
AAY18116	566	Human	H3N2	USA	2002	Influenza A virus (A/New York/119/2002(H3N2))
AAY18126	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/59/2003(H3N2))
AAY18136	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/64/2003(H3N2))
AAY18146	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/67/2003(H3N2))
AAY18156	566	Human	H3N2	USA	2000	Influenza A virus (A/New York/160/2000(H3N2))
AAY18166	566	Human	H3N2	USA	1999	Influenza A virus (A/New York/138/1999(H3N2))
AAY18176	566	Human	H3N2	USA	2000	Influenza A virus (A/New York/165/2000(H3N2))
AAY18186	566	Human	H3N2	USA	1999	Influenza A virus (A/New York/189/1999(H3N2))
AAY18196	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/198/2003(H3N2))
AAY18564	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/55/2003(H3N2))
AAY18585	566	Human	H3N2	USA	2002	Influenza A virus (A/New York/93/2002(H3N2))
AAY18611	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/62A/2003(H3N2))
AAY20940	562	Avian	H7N4	Australia	1997	Influenza A Virus (A/chicken/NSW/1/1997(H7N4))
AAY21163	559	Avian	H5N1	China	2001	Influenza A virus (A/chicken/Jiande/1218/2001(H5N1))
AAY21164	560	Avian	H7N1	Hong Kong	1972	Influenza A virus (A/duck/Hongkong/301/72(H7N1))
AAY23639	174	Avian	H2	Russia	2003	Influenza A virus (A/Anas platyrhynchos/Chany Lake/8/03(H2))
AAY23640	169	Avian	H2	Russia	2003	Influenza A virus (A/Anas platyrhynchos/Chany Lake/7/03(H2N?))
AAY23641	176	Avian	H3	Russia	2003	Influenza A virus (A/Anas platyrhynchos/Chany Lake/10/03(H3))
AAY23642	177	Avian	H3	Russia	2003	Influenza A virus (A/Anas platyrhynchos/Chany Lake/11/03(H3))
AAY25498	172	Avian	H3	Russia	2003	Influenza A virus (A/Anas platyrhynchos/Chany Lake/12/03(H3))
AAY25499	442	Avian	H5N3	Russia	2003	Influenza A virus (A/Anas platyrhynchos/Chany Lake/9/03(H5N3))
AAY27843	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/7/2003(H3N2))
AAY27853	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/51/2003(H3N2))
AAY27863	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/1/2003(H3N2))
AAY27959	566	Human	H3N2	USA	2002	Influenza A virus (A/New York/99/2002(H3N2))
AAY27994	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/24/2003(H3N2))
AAY28004	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/39/2003(H3N2))
AAY28014	566	Human	H3N2	USA	2002	Influenza A virus (A/New York/101/2002(H3N2))
AAY28265	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/27/2003(H3N2))
AAY28275	566	Human	H3N2	USA	1999	Influenza A virus (A/New York/137/1999(H3N2))
AAY28285	566	Human	H3N2	USA	2002	Influenza A virus (A/New York/105/2002(H3N2))
AAY28295	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/35/2003(H3N2))
AAY28305	566	Human	H3N2	USA	2002	Influenza A virus (A/New York/74/2002(H3N2))
AAY28315	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/202/2003(H3N2))
AAY28325	566	Human	H3N2	USA	2002	Influenza A virus (A/New York/88/2002(H3N2))
AAY28335	566	Human	H3N2	USA	2001	Influenza A virus (A/New York/94/2001(H3N2))
AAY28345	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/17/2003(H3N2))
AAY28355	566	Human	H3N2	USA	1999	Influenza A virus (A/New York/181/1999(H3N2))
AAY28363	566	Human	H3N2	USA	2000	Influenza A virus (A/New York/152/2000(H3N2))
AAY28375	566	Human	H3N2	USA	2000	Influenza A virus (A/New York/178/2000(H3N2))
AAY28385	566	Human	H3N2	USA	2004	Influenza A virus (A/New York/6/2004(H3N2))
AAY28395	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/18/2003(H3N2))
AAY28405	566	Human	H3N2	USA	2002	Influenza A virus (A/New York/122/2002(H3N2))
AAY28486	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/56/2003(H3N2))
AAY28521	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/63/2003(H3N2))
AAY28531	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/65/2003(H3N2))
AAY28541	566	Human	H3N2	USA	2004	Influenza A virus (A/New York/70/2004(H3N2))
AAY28551	566	Human	H3N2	USA	2000	Influenza A virus (A/New York/162/2000(H3N2))
AAY28561	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/8/2003(H3N2))
AAY28571	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/26/2003(H3N2))
AAY28581	566	Human	H3N2	USA	2002	Influenza A virus (A/New York/81/2002(H3N2))
AAY28591	566	Human	H3N2	USA	1999	Influenza A virus (A/New York/164/1999(H3N2))
AAY28608	566	Human	H3N2	USA	2000	Influenza A virus (A/New York/182/2000(H3N2))
AAY28618	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/199/2003(H3N2))
AAY28628	566	Human	H3N2	USA	2002	Influenza A virus (A/New York/136/2002(H3N2))
AAY28638	566	Human	H3N2	USA	2002	Influenza A virus (A/New York/104/2002(H3N2))
AAY28648	566	Human	H3N2	USA	2002	Influenza A virus (A/New York/107/2002(H3N2))
AAY28987	562	Human	H2N2	Canada	2005	Influenza A virus (A/Canada/720/2005(H2N2))
AAY42043	324	Human	H3N2	Brazil	1999	Influenza A virus (A/EspiritoSanto/3/99(H3N2))
AAY42044	329	Human	H3N2	Brazil	1999	Influenza A virus (A/EspiritoSanto/14/99(H3N2))
AAY42045	332	Human	H3N2	Brazil	1999	Influenza A virus (A/RioGdoSul/21/99(H3N2))
AAY42046	332	Human	H3N2	Brazil	1999	Influenza A virus (A/RioGdoSul/25/99(H3N2))
AAY42047	330	Human	H3N2	Brazil	1999	Influenza A virus (A/EspiritoSanto/33/99(H3N2))
AAY42048	186	Human	H3N2	Brazil	1999	Influenza A virus (A/RiodeJaneiro/57/99(H3N2))
AAY42049	331	Human	H3N2	Brazil	2000	Influenza A virus (A/RiodeJaneiro/28/00(H3N2))
AAY42050	334	Human	H3N2	Brazil	2000	Influenza A virus (A/EspiritoSanto/128/00(H3N2))
AAY42051	185	Human	H3N2	Brazil	2000	Influenza A virus (A/RiodeJaneiro/172/00(H3N2))
AAY42052	223	Human	H3N2	Brazil	2001	Influenza A virus (A/RiodeJaneiro/310/01(H3N2))
AAY42053	174	Human	H3N2	Brazil	2001	Influenza A virus (A/EspiritoSanto/452/01(H3N2))
AAY42054	310	Human	H3N2	Brazil	2001	Influenza A virus (A/EspiritoSanto/454/01(H3N2))
AAY42055	332	Human	H3N2	Brazil	2001	Influenza A virus (A/RiodeJaneiro/465/01(H3N2))
AAY42056	331	Human	H3N2	Brazil	2001	Influenza A virus (A/RiodeJaneiro/470/01(H3N2))
AAY42057	331	Human	H3N2	Brazil	2001	Influenza A virus (A/RiodeJaneiro/471/01(H3N2))
AAY42058	324	Human	H3N2	Brazil	2001	Influenza A virus (A/RiodeJaneiro/478/01(H3N2))
AAY42059	188	Human	H3N2	Brazil	2001	Influenza A virus (A/RioGdoSul/523/01(H3N2))
AAY42060	189	Human	H3N2	Brazil	2001	Influenza A virus (A/RiodeJaneiro/533/01(H3N2))
AAY42061	193	Human	H3N2	Brazil	2001	Influenza A virus (A/RiodeJaneiro/565/01(H3N2))
AAY42062	194	Human	H3N2	Brazil	2001	Influenza A virus (A/RiodeJaneiro/580/01(H3N2))
AAY42063	334	Human	H3N2	Brazil	2002	Influenza A virus (A/RioGdoSul/205/02(H3N2))
AAY42064	333	Human	H3N2	Brazil	2002	Influenza A virus (A/StaCatarina/311/02(H3N2))
AAY42065	336	Human	H3N2	Brazil	2002	Influenza A virus (A/StaCatarina/327/02(H3N2))
AAY42066	334	Human	H3N2	Brazil	2002	Influenza A virus (A/StaCatarina/339/02(H3N2))
AAY42067	330	Human	H3N2	Brazil	2002	Influenza A virus (A/EspiritoSanto/88/02(H3N2))
AAY42114	342	Human	H1N1	Brazil	2000	Influenza A virus (A/RiodeJaneiro/20/00(H1N1))
AAY42115	343	Human	H1N1	Brazil	2000	Influenza A virus (A/RiodeJaneiro/21/00(H1N1))
AAY42116	328	Human	H1N1	Brazil	2000	Influenza A virus (A/EspiritoSanto/131/00(H1N1))
AAY42117	346	Human	H1N1	Brazil	2001	Influenza A virus (A/EspiritoSanto/141/01(H1N1))
AAY42118	344	Human	H1N1	Brazil	2000	Influenza A virus (A/EspiritoSanto/150/00(H1N1))
AAY42119	344	Human	H1N1	Brazil	2001	Influenza A virus (A/EspiritoSanto/39/01(H1N1))
AAY42120	353	Human	H1N1	Brazil	2001	Influenza A virus (A/EspiritoSanto/45/01(H1N1))
AAY42121	344	Human	H1N1	Brazil	2001	Influenza A virus (A/RiodeJaneiro/404/01(H1N1))
AAY42122	336	Human	H1N1	Brazil	2002	Influenza A virus (A/RioGdoSul/358/02(H1N1))
AAY44610	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/9/2003(H3N2))
AAY44620	566	Human	H3N2	USA	2002	Influenza A virus (A/New York/75/2002(H3N2))
AAY44621	566	Human	H3N2	USA	2002	Influenza A virus (A/New York/97/2002(H3N2))
AAY44631	566	Human	H3N2	USA	2002	Influenza A virus (A/New York/102/2002(H3N2))
AAY44641	566	Human	H3N2	USA	2002	Influenza A virus (A/New York/118/2002(H3N2))
AAY44651	566	Human	H3N2	USA	2000	Influenza A virus (A/New York/156/2000(H3N2))
AAY44661	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/213/2003(H3N2))
AAY44755	566	Human	H3N2	USA	1999	Influenza A virus (A/New York/145/1999(H3N2))
AAY44765	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/201/2003(H3N2))
AAY44775	566	Human	H3N2	USA	2000	Influenza A virus (A/New York/187/2000(H3N2))
AAY44785	566	Human	H3N2	USA	1999	Influenza A virus (A/New York/183/1999(H3N2))
AAY44795	566	Human	H3N2	USA	1999	Influenza A virus (A/New York/139/1999(H3N2))
AAY44796	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/66/2003(H3N2))
AAY44896	566	Human	H3N2	USA	2002	Influenza A virus (A/New York/112/2002(H3N2))
AAY44906	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/37/2003(H3N2))
AAY46201	566	Swine	H3N2	China	2001	Influenza A virus (A/swine/Inner Mongolia/547/2001(H3N2))
AAY46202	566	Swine	H3N2	China	2000	Influenza A virus (A/swine/Heilongjiang/74/2000(H3N2))
AAY46207	560	Avian	H7N7	Sweden	2002	Influenza A virus (A/mallard/Sweden/56/2002(H7N7))
AAY46208	560	Avian	H7N7	Sweden	2002	Influenza A virus (A/mallard/Sweden/82/02(H7N7))
AAY46209	560	Avian	H7N7	Sweden	2002	Influenza A virus (A/mallard/Sweden/85/2002(H7N7))
AAY46210	560	Avian	H7N7	Sweden	2002	Influenza A virus (A/mallard/Sweden/87/02(H7N7))
AAY46211	560	Avian	H7N9	Sweden	2002	Influenza A virus (A/mallard/Sweden/91/02(H7N9))
AAY46212	560	Avian	H7N7	Sweden	2002	Influenza A virus (A/mallard/Sweden/92/02(H7N7))
AAY46213	560	Avian	H7N7	Sweden	2002	Influenza A virus (A/mallard/Sweden/93/02(H7N7))
AAY46214	560	Avian	H7N7	Sweden	2002	Influenza A virus (A/mallard/Sweden/94/02(H7N7))
AAY46215	560	Avian	H7N7	Sweden	2002	Influenza A virus (A/mallard/Sweden/100/02(H7N7))
AAY46216	560	Avian	H7N7	Sweden	2002	Influenza A virus (A/mallard/Sweden/102/02(H7N7))
AAY46217	560	Avian	H7N7	Sweden	2002	Influenza A virus (A/mallard/Sweden/103/02(H7N7))
AAY46218	560	Avian	H7N7	Sweden	2002	Influenza A virus (A/mallard/Sweden/104/02(H7N7))
AAY46219	560	Avian	H7N7	Sweden	2002	Influenza A virus (A/mallard/Sweden/105/2002(H7N7))
AAY46220	560	Avian	H7N7	Sweden	2002	Influenza A virus (A/mallard/Sweden/106/02(H7N7))
AAY46221	560	Avian	H7N7	Sweden	2002	Influenza A virus (A/mallard/Sweden/107/02(H7N7))
AAY46328	359	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Kamphaengphet-2-01/2004(H5N1))
AAY46329	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Nakornsawan/2-04/2004(H5N1))
AAY46330	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/duck/Phitsanulok-2-01/2004(H5N1))
AAY46331	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/duck/Nakornsawan-2-01/2004(H5N1))
AAY46332	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Kamphaengphet-2-03/2004(H5N1))
AAY46333	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Kamphaengphet-2-06/2004(H5N1))
AAY46334	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Sukhothai-2-02/2004(H5N1))
AAY46335	356	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Sukhothai-2-01/2004(H5N1))
AAY46336	361	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Uthaithani-2-05/2004(H5N1))
AAY46337	366	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Uttaradit-2-03/2004(H5N1))
AAY46338	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/littlecuckoo-dove/Tak-2-01/2004(H5N1))
AAY46339	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Uttaradit-2-01/2004(H5N1))
AAY46340	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Uttaradit-2-02/2004(H5N1))
AAY46341	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Phitsanulok-2-03/2004(H5N1))
AAY46342	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/duck/Phichit-2-01/2004(H5N1))
AAY46343	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/duck/Phichit-2-02/2004(H5N1))
AAY46344	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/duck/Phitsanulok-2-02/2004(H5N1))
AAY46345	352	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Uthaithani-2-04/2004(H5N1))
AAY46346	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/duck/Uthaithani-2-01/2004(H5N1))
AAY46347	359	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Uthaithani-2-03/2004(H5N1))
AAY46348	366	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Nakornsawan/2-01/2004(H5N1))
AAY46349	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Phitsanulok-2-04/2004(H5N1))
AAY46350	312	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Phetchabun-2-02/2004(H5N1))
AAY46351	362	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Uthaithani-2-02/2004(H5N1))
AAY46352	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Nakornsawan/2-05/2004(H5N1))
AAY46353	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Phitsanulok-2-02/2004(H5N1))
AAY46354	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Uthaithani-2-01/2004(H5N1))
AAY46355	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Kamphaengphet-2-05/2004(H5N1))
AAY46356	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Phitsanulok-2-01/2004(H5N1))
AAY46357	366	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Phetchabun-2-01/2004(H5N1))
AAY46358	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/duck/Nakornsawan-2-02/2004(H5N1))
AAY46359	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Nakornsawan/2-02/2004(H5N1))
AAY46360	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Nakornsawan/2-06/2004(H5N1))
AAY46361	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/duck/Uthaithani-2-02/2004(H5N1))
AAY46362	366	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Kamphaengphet-2-04/2004(H5N1))
AAY46363	192	Avian	H5N1	Thailand	2004	Influenza A virus (A/duck/Uttaradit-2-01/2004(H5N1))
AAY46364	366	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Nakornsawan/2-03/2004(H5N1))
AAY46365	364	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Nakornsawan/2-07/2004(H5N1))
AAY46366	366	Avian	H5N1	Thailand	2004	Influenza A virus (A/chicken/Kamphaengphet-2-02/2004(H5N1))
AAY46371	566	Human	H3N2	USA	1999	Influenza A virus (A/New York/263/1999(H3N2))
AAY46381	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/20/2003(H3N2))
AAY46391	566	Human	H3N2	USA	1999	Influenza A virus (A/New York/184/1999(H3N2))
AAY46416	566	Human	H3N2	USA	1998	Influenza A virus (A/New York/240/1998(H3N2))
AAY46426	566	Human	H3N2	USA	1998	Influenza A virus (A/New York/249/1998(H3N2))
AAY46436	566	Human	H3N2	USA	1998	Influenza A virus (A/New York/250/1998(H3N2))
AAY47013	566	Human	H3N2	USA	2002	Influenza A virus (A/New York/76/2002(H3N2))
AAY47023	566	Human	H3N2	USA	2002	Influenza A virus (A/New York/125/2002(H3N2))
AAY47052	566	Human	H3N2	USA	1999	Influenza A virus (A/New York/155/1999(H3N2))
AAY47075	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/195/2003(H3N2))
AAY47085	566	Human	H3N2	USA	2003	Influenza A virus (A/New York/203/2003(H3N2))
AAY52492	560	Avian	H9N2	China	1998	Influenza A virus (A/chicken/Beijing/8/98(H9N2))
AAY52493	560	Avian	H9N2	China	2000	Influenza A virus (A/chicken/Fujian/25/00(H9N2))
AAY52494	560	Avian	H9N2	China	2000	Influenza A virus (A/chicken/Guangdong/10/00(H9N2))
AAY52495	560	Avian	H9N2	China	2002	Influenza A virus (A/chicken/Guangdong/21/02(H9N2))
AAY52496	560	Avian	H9N2	China	2000	Influenza A virus (A/chicken/Guangdong/4/00(H9N2))
AAY52497	560	Avian	H9N2	China	2001	Influenza A virus (A/chicken/Guangdong/47/01(H9N2))
AAY52498	560	Avian	H9N2	China	1997	Influenza A virus (A/chicken/Guangdong/5/97(H9N2))
